h3_cell,lon,lat,resolution,avg_hex_area_km2,source_wind_lon,source_wind_lat,u10,v10,speed,source_chla_lon,source_chla_lat,chlor_a
83c38bfffffffff,-53.72184965494211,-40.76963326743488,3,12393.43465508816,-54.0,-40.5,3.551618,-0.3385948,3.8613324,-54.0,-40.5,0.5960015
83c38cfffffffff,-54.71120579345233,-42.433683211846535,3,12393.43465508816,-55.0,-42.5,4.024205,-0.7054703,4.358931,-55.0,-42.5,0.560423
83c38dfffffffff,-55.35599560844216,-41.74898572060445,3,12393.43465508816,-55.0,-41.5,3.4986622,-0.7052102,3.8771148,-55.0,-41.5,0.61689043
83c38efffffffff,-53.384199069139626,-42.38174466766095,3,12393.43465508816,-53.0,-42.5,4.4392767,-0.27648032,4.739914,-53.0,-42.5,0.46223807
83c390fffffffff,-49.79870370099624,-44.36520503268936,3,12393.43465508816,-50.0,-44.5,4.689145,-0.1394766,4.9358354,-50.0,-44.5,0.68268836
83c391fffffffff,-50.64106044824295,-43.63885260082626,3,12393.43465508816,-51.0,-43.5,4.420329,-0.14853415,4.6985984,-51.0,-43.5,0.63721293
83c392fffffffff,-48.62706194798896,-44.1152604645034,3,12393.43465508816,-49.0,-44.5,4.598538,-0.13927834,4.8296533,-49.0,-44.5,0.62363905
83c393fffffffff,-49.49456296848423,-43.39254635172421,3,12393.43465508816,-49.0,-43.5,4.273947,-0.07270323,4.521783,-49.0,-43.5,0.6147955
83c394fffffffff,-50.418807728869695,-45.16568660439492,3,12393.43465508816,-50.0,-45.5,5.032835,-0.14761725,5.2744474,-50.0,-45.5,0.623924
83c395fffffffff,-51.20546747612018,-44.45962197008127,3,12393.43465508816,-51.0,-44.5,4.762673,-0.1486209,5.027008,-51.0,-44.5,0.6923788
83c396fffffffff,-48.984426949726185,-45.06081754075619,3,12393.43465508816,-49.0,-45.5,4.9941516,-0.1359081,5.2184305,-49.0,-45.5,0.624808
83c398fffffffff,-51.13880111062776,-41.9552649533242,3,12393.43465508816,-51.0,-41.5,3.7492852,-0.02067472,4.0851,-51.0,-41.5,0.5903265
83c399fffffffff,-51.9180180170864,-41.24213922114167,3,12393.43465508816,-52.0,-41.5,3.9362202,-0.09959099,4.25693,-52.0,-41.5,0.51036173
83c39afffffffff,-50.029652484649496,-41.69984499440273,3,12393.43465508816,-50.0,-41.5,3.6801665,0.029618975,3.987329,-50.0,-41.5,0.5827288
83c39bfffffffff,-50.83217433359958,-40.98956568489288,3,12393.43465508816,-51.0,-40.5,3.5290155,0.037933137,3.879701,-51.0,-40.5,0.46082804
83c39dfffffffff,-52.23669697754368,-42.19566192803023,3,12393.43465508816,-52.0,-42.5,4.2618446,-0.15078926,4.569173,-52.0,-42.5,0.5779986
83c39efffffffff,-50.33138935472652,-42.67229812010733,3,12393.43465508816,-50.0,-42.5,4.0422826,-0.060151484,4.335372,-50.0,-42.5,0.5676832
83c3a0fffffffff,-56.17297461325847,-45.40364392420925,3,12393.43465508816,-56.0,-45.5,4.710622,-0.8838218,5.019463,-56.0,-45.5,0.79907626
83c3a1fffffffff,-56.83935799821405,-44.66297607373049,3,12393.43465508816,-57.0,-44.5,4.1877365,-1.1927832,4.5890017,-57.0,-44.5,0.67839265
83c3a2fffffffff,-54.73555874222228,-45.371437022524645,3,12393.43465508816,-55.0,-45.5,4.8790274,-0.67451847,5.1563582,-55.0,-45.5,0.665515
83c3a3fffffffff,-55.43326443230958,-44.638275176876455,3,12393.43465508816,-55.0,-44.5,4.687173,-0.69732964,4.9786396,-55.0,-44.5,0.7033614
83c3a4fffffffff,-56.94361100466475,-46.17460526062069,3,12393.43465508816,-57.0,-46.5,4.6475024,-1.0870289,4.976473,-57.0,-46.5,0.64753395
83c3a5fffffffff,-57.60663082661056,-45.41778747352657,3,12393.43465508816,-58.0,-45.5,4.104207,-1.4119743,4.5412607,-58.0,-45.5,0.6270199
83c3a8fffffffff,-56.743383512309975,-43.19789320328977,3,12393.43465508816,-57.0,-43.5,3.702653,-1.2479591,4.1651692,-57.0,-43.5,0.6893568
83c3a9fffffffff,-57.35888724351914,-42.491421785866834,3,12393.43465508816,-57.0,-42.5,3.1282506,-1.3311995,3.6810682,-57.0,-42.5,0.57428813
83c3aafffffffff,-55.39309310891529,-43.17034579442026,3,12393.43465508816,-55.0,-43.5,4.4142256,-0.71057534,4.7192,-55.0,-43.5,0.71243805
83c3abfffffffff,-56.036572252749146,-42.47021681912311,3,12393.43465508816,-56.0,-42.5,3.5654488,-1.0058328,3.9858465,-56.0,-42.5,0.594772
83c3adfffffffff,-58.08972343870734,-43.20953607777423,3,12393.43465508816,-58.0,-43.5,3.2877674,-1.5064905,3.8741968,-58.0,-43.5,0.6221941
83c3aefffffffff,-56.10200756030591,-43.91362644315471,3,12393.43465508816,-56.0,-43.5,4.0344152,-0.9800726,4.407406,-56.0,-43.5,0.6114872
83c3b1fffffffff,-53.296182644438,-45.32105789164967,3,12393.43465508816,-53.0,-45.5,5.185066,-0.29764363,5.4379206,-53.0,-45.5,0.5976616
83c3b2fffffffff,-51.06641995967771,-45.97484804851407,3,12393.43465508816,-51.0,-45.5,5.0826006,-0.1462171,5.332262,-51.0,-45.5,0.66615945
83c3b3fffffffff,-51.85666053407132,-45.25246532701799,3,12393.43465508816,-52.0,-45.5,5.1644244,-0.1931406,5.416176,-52.0,-45.5,0.7214206
83c3b4fffffffff,-53.24633785591329,-46.8613829976662,3,12393.43465508816,-53.0,-46.5,5.4389267,-0.30506563,5.6792817,-53.0,-46.5,0.6826507
83c3b5fffffffff,-54.00718833446861,-46.11264903755499,3,12393.43465508816,-54.0,-46.5,5.2474318,-0.47294688,5.4941344,-54.0,-46.5,0.7371004
83c3b6fffffffff,-51.74323530732254,-46.79216292310462,3,12393.43465508816,-52.0,-46.5,5.433763,-0.14940152,5.674399,-52.0,-46.5,0.83370996
83c400fffffffff,-36.3642482317101,-39.54765253688402,3,12393.43465508816,-36.0,-39.5,3.4878945,-0.05929655,3.7715096,-36.0,-39.5,0.32631394
83c401fffffffff,-35.25549183136653,-40.19370942729121,3,12393.43465508816,-35.0,-40.5,3.8494883,0.01940909,4.11724,-35.0,-40.5,0.4051972
83c403fffffffff,-36.48855712978437,-40.64335122470397,3,12393.43465508816,-36.0,-40.5,3.878774,0.042269886,4.1468215,-36.0,-40.5,0.34505895
83c404fffffffff,-36.24349642075236,-38.448974984757214,3,12393.43465508816,-36.0,-38.5,3.256486,-0.15897954,3.543367,-36.0,-38.5,0.2414734
83c405fffffffff,-35.14912452866709,-39.08908368227599,3,12393.43465508816,-35.0,-39.5,3.553219,-0.07521856,3.8281918,-35.0,-39.5,0.31941757
83c406fffffffff,-37.44124139165263,-38.89809372364133,3,12393.43465508816,-37.0,-38.5,3.2266433,-0.18024188,3.5183258,-37.0,-38.5,0.21779305
83c408fffffffff,-34.20819999399894,-41.941316493160336,3,12393.43465508816,-34.0,-41.5,4.200001,0.116613925,4.4635086,-34.0,-41.5,0.49540457
83c409fffffffff,-33.01749464298411,-42.58132937881754,3,12393.43465508816,-33.0,-42.5,4.522017,0.12757963,4.80388,-33.0,-42.5,0.56234753
83c40afffffffff,-35.47793587791869,-42.39193185768704,3,12393.43465508816,-35.0,-42.5,4.581691,0.14684722,4.842414,-35.0,-42.5,0.52335465
83c40bfffffffff,-34.30488891199121,-43.0428228678022,3,12393.43465508816,-34.0,-43.5,4.774311,-0.017663807,5.031208,-34.0,-43.5,0.62100375
83c40cfffffffff,-34.114413764674296,-40.83515400186796,3,12393.43465508816,-34.0,-40.5,3.9618158,0.041439712,4.2277493,-34.0,-40.5,0.4246673
83c40dfffffffff,-32.940525157189114,-41.47083090553261,3,12393.43465508816,-33.0,-41.5,4.2554283,0.09795362,4.521859,-33.0,-41.5,0.49524218
83c40efffffffff,-35.3650473846435,-41.29492732613255,3,12393.43465508816,-35.0,-41.5,4.2336025,0.13975972,4.488059,-35.0,-41.5,0.4873202
83c410fffffffff,-39.83272518789964,-39.742200639099366,3,12393.43465508816,-40.0,-39.5,3.3009949,-0.027861357,3.6223516,-40.0,-39.5,0.27899665
83c411fffffffff,-38.79325564830405,-40.40929983165029,3,12393.43465508816,-39.0,-40.5,3.686038,0.020747185,3.9544897,-39.0,-40.5,0.32949078
83c412fffffffff,-41.024392943242006,-40.13724361796484,3,12393.43465508816,-41.0,-40.5,3.536244,-0.013314754,3.8158464,-41.0,-40.5,0.3542315
83c413fffffffff,-40.00496174145326,-40.81238628743034,3,12393.43465508816,-40.0,-40.5,3.6125915,0.014143005,3.8860903,-40.0,-40.5,0.36568207
83c414fffffffff,-39.66528719126458,-38.66870473711799,3,12393.43465508816,-40.0,-38.5,3.0376549,-0.15306914,3.3548393,-40.0,-38.5,0.24288978
83c415fffffffff,-38.63799792122212,-39.32916895786158,3,12393.43465508816,-39.0,-39.5,3.3341675,-0.03056249,3.6447537,-39.0,-39.5,0.2949
83c416fffffffff,-40.84065219998625,-39.07374412265725,3,12393.43465508816,-41.0,-39.5,3.2730782,-0.04535699,3.6037598,-41.0,-39.5,0.31232616
83c418fffffffff,-37.86782238588072,-42.156161779950345,3,12393.43465508816,-38.0,-42.5,4.2134953,-0.02730383,4.4306507,-38.0,-42.5,0.5556445
83c419fffffffff,-36.74848885282962,-42.822624035163706,3,12393.43465508816,-37.0,-42.5,4.4155135,0.026137188,4.645171,-37.0,-42.5,0.55746156
83c41afffffffff,-39.117578490577,-42.55764368358447,3,12393.43465508816,-39.0,-42.5,4.103778,-0.07160048,4.316037,-39.0,-42.5,0.67076457
83c41bfffffffff,-38.01861015299371,-43.23340552905344,3,12393.43465508816,-38.0,-43.5,4.486883,-0.20369753,4.695072,-38.0,-43.5,0.6609949
83c41cfffffffff,-37.72145647899467,-41.0740160438606,3,12393.43465508816,-38.0,-41.5,4.0306563,0.07688944,4.2609725,-38.0,-41.5,0.48578906
83c41dfffffffff,-36.61658141695104,-41.735270141303694,3,12393.43465508816,-37.0,-41.5,4.1936426,0.110629216,4.4290967,-37.0,-41.5,0.4790109
83c41efffffffff,-38.95304945774753,-41.48571182596001,3,12393.43465508816,-39.0,-41.5,3.9003904,0.037871137,4.135924,-39.0,-41.5,0.5173325
83c420fffffffff,-34.94541640853157,-36.87289965585219,3,12393.43465508816,-35.0,-36.5,2.6780338,-0.31092638,3.1527154,-35.0,-36.5,0.12928388
83c421fffffffff,-33.84922481824609,-37.49689576268109,3,12393.43465508816,-34.0,-37.5,3.1187825,-0.25202113,3.472529,-34.0,-37.5,0.14243096
83c422fffffffff,-36.12615220010457,-37.34813178893752,3,12393.43465508816,-36.0,-37.5,3.0164795,-0.24165012,3.3682199,-36.0,-37.5,0.16519
83c423fffffffff,-35.04580899967767,-37.98187009937672,3,12393.43465508816,-35.0,-37.5,3.0686114,-0.24338487,3.429572,-35.0,-37.5,0.15723264
83c424fffffffff,-34.847825035643886,-35.76301065400735,3,12393.43465508816,-35.0,-35.5,2.2448504,-0.29147306,2.8905134,-35.0,-35.5,0.11585357
83c425fffffffff,-33.7658380072111,-36.380343977416615,3,12393.43465508816,-34.0,-36.5,2.6960878,-0.3026123,3.1733055,-34.0,-36.5,0.12720177
83c426fffffffff,-36.012074278546784,-36.2459450024104,3,12393.43465508816,-36.0,-36.5,2.6455107,-0.313863,3.1298099,-36.0,-36.5,0.14087768
83c428fffffffff,-32.7934233483347,-39.23777162155135,3,12393.43465508816,-33.0,-39.5,3.9393296,-0.020352602,4.20874,-33.0,-39.5,0.22230427
83c429fffffffff,-31.62058921019072,-39.85772271720482,3,12393.43465508816,-32.0,-39.5,3.9743705,-0.021938652,4.2503643,-32.0,-39.5,0.23106202
83c42afffffffff,-34.02340192576018,-39.72514398683789,3,12393.43465508816,-34.0,-39.5,3.7993054,-0.06654507,4.0654736,-34.0,-39.5,0.2474475
83c42bfffffffff,-32.86586889062988,-40.35603530318252,3,12393.43465508816,-33.0,-40.5,4.109022,0.09063071,4.3769627,-33.0,-40.5,0.40880558
83c42cfffffffff,-32.72309198860609,-38.11688433092824,3,12393.43465508816,-33.0,-38.5,3.5382166,-0.15630312,3.8371828,-33.0,-38.5,0.17044795
83c42dfffffffff,-31.56668037510814,-38.731774066020165,3,12393.43465508816,-32.0,-38.5,3.5825975,-0.18637528,3.8861864,-32.0,-38.5,0.17902504
83c42efffffffff,-33.935043602901914,-38.61211174989808,3,12393.43465508816,-34.0,-38.5,3.5124002,-0.15202834,3.8045073,-34.0,-38.5,0.18649648
83c430fffffffff,-38.34034783033802,-37.16086534140228,3,12393.43465508816,-38.0,-37.5,2.8687744,-0.30401242,3.2272282,-38.0,-37.5,0.19750771
83c431fffffffff,-37.30704359550983,-37.805893226821226,3,12393.43465508816,-37.0,-37.5,2.9793153,-0.28107724,3.3333395,-37.0,-37.5,0.181797
83c432fffffffff,-39.50245271710575,-37.59266754029832,3,12393.43465508816,-40.0,-37.5,2.7856507,-0.29982433,3.195218,-40.0,-37.5,0.19344647
83c433fffffffff,-38.48708801637281,-38.246095038144425,3,12393.43465508816,-38.0,-38.5,3.1269512,-0.17431924,3.4296074,-38.0,-38.5,0.24535455
83c434fffffffff,-38.19760874857866,-36.07427530166899,3,12393.43465508816,-38.0,-36.5,2.5376036,-0.33185425,3.048735,-38.0,-36.5,0.1733691
83c435fffffffff,-37.17656903731721,-36.71193644299438,3,12393.43465508816,-37.0,-36.5,2.6084278,-0.31137246,3.1024663,-37.0,-36.5,0.15695037
83c436fffffffff,-39.34403701209451,-36.51486743423889,3,12393.43465508816,-39.0,-36.5,2.4878154,-0.35623914,3.0292535,-39.0,-36.5,0.16405524
83c440fffffffff,-27.91022194038061,-43.93143635406621,3,12393.43465508816,-28.0,-43.5,5.1065025,0.038639426,5.355102,-28.0,-43.5,0.48361856
83c441fffffffff,-26.56827044520285,-44.51970727473728,3,12393.43465508816,-27.0,-44.5,5.341984,-0.050400034,5.580331,-27.0,-44.5,0.4460075
83c442fffffffff,-29.238403462160303,-44.45064631195378,3,12393.43465508816,-29.0,-44.5,5.1264715,-0.08660558,5.363825,-29.0,-44.5,0.5323724
83c443fffffffff,-27.908998312291168,-45.05254053075947,3,12393.43465508816,-28.0,-45.5,5.3833485,-0.2036727,5.619999,-28.0,-45.5,0.4566845
83c444fffffffff,-27.91140665865493,-42.80415433586144,3,12393.43465508816,-28.0,-42.5,4.8819513,0.1016708,5.132268,-28.0,-42.5,0.52141225
83c445fffffffff,-26.59106903322897,-43.39112402246841,3,12393.43465508816,-27.0,-43.5,5.2827744,0.057287335,5.5158916,-27.0,-43.5,0.50740266
83c446fffffffff,-29.218410582646207,-43.33112049407077,3,12393.43465508816,-29.0,-43.5,4.9521837,0.07189596,5.2096868,-29.0,-43.5,0.54108614
83c448fffffffff,-25.14576663572957,-46.21656948409578,3,12393.43465508816,-25.0,-46.5,5.6897936,-0.18953492,5.9037046,-25.0,-46.5,0.38845327
83c449fffffffff,-23.71255045767836,-46.77603855778047,3,12393.43465508816,-24.0,-46.5,5.8154993,-0.15446934,6.0197496,-24.0,-46.5,0.34787908
83c44afffffffff,-26.520360350429325,-46.75608792961667,3,12393.43465508816,-27.0,-46.5,5.644461,-0.18948536,5.868915,-27.0,-46.5,0.38892877
83c44bfffffffff,-25.09716425597209,-47.33057424895898,3,12393.43465508816,-25.0,-47.5,5.8066463,-0.2502492,6.014008,-25.0,-47.5,0.3410153
83c44cfffffffff,-25.192761262272946,-45.09462402605392,3,12393.43465508816,-25.0,-45.5,5.6304207,-0.13790298,5.845483,-25.0,-45.5,0.40929615
83c44dfffffffff,-23.784064538568344,-45.65487866615484,3,12393.43465508816,-24.0,-45.5,5.744339,-0.08442485,5.9525595,-24.0,-45.5,0.38782227
83c44efffffffff,-26.544713700697088,-45.64162652202388,3,12393.43465508816,-27.0,-45.5,5.486835,-0.1827944,5.719003,-27.0,-45.5,0.4566784
83c450fffffffff,-31.8534644694946,-44.32236308724095,3,12393.43465508816,-32.0,-44.5,5.088808,-0.18823396,5.3333654,-32.0,-44.5,0.52701175
83c451fffffffff,-30.57426595715701,-44.948454121654166,3,12393.43465508816,-31.0,-44.5,5.226976,-0.09421341,5.4697523,-31.0,-44.5,0.5565925
83c452fffffffff,-33.1788158515069,-44.78621688692407,3,12393.43465508816,-33.0,-44.5,4.965388,-0.21427909,5.2117825,-33.0,-44.5,0.47730702
83c453fffffffff,-31.91641281839867,-45.424638446499486,3,12393.43465508816,-32.0,-45.5,5.177211,-0.251352,5.4315867,-32.0,-45.5,0.49888268
83c454fffffffff,-31.79249711165077,-43.21373644435232,3,12393.43465508816,-32.0,-43.5,5.0074253,0.036991447,5.265294,-32.0,-43.5,0.6098029
83c455fffffffff,-30.532873212341777,-43.837273202533495,3,12393.43465508816,-31.0,-43.5,5.169344,0.12067804,5.4284987,-31.0,-43.5,0.52842283
83c456fffffffff,-33.09688626106975,-43.686720636618105,3,12393.43465508816,-33.0,-43.5,4.8159075,-0.015805274,5.0746193,-33.0,-43.5,0.60328096
83c458fffffffff,-29.2803980206752,-46.6694155177928,3,12393.43465508816,-29.0,-46.5,5.4811497,-0.1988775,5.722373,-29.0,-46.5,0.35129577
83c459fffffffff,-27.906426398782795,-47.27304572346861,3,12393.43465508816,-28.0,-47.5,5.6722383,-0.17875509,5.9018164,-28.0,-47.5,0.34706387
83c45afffffffff,-30.661218266178125,-47.14962620101228,3,12393.43465508816,-31.0,-47.5,5.4597425,-0.15046714,5.7051826,-31.0,-47.5,0.32324457
83c45bfffffffff,-29.30246811198211,-47.767138472771634,3,12393.43465508816,-29.0,-47.5,5.6462703,-0.17626457,5.8820324,-29.0,-47.5,0.33179304
83c45cfffffffff,-29.259054914913214,-45.563670016859405,3,12393.43465508816,-29.0,-45.5,5.25285,-0.2270291,5.4950333,-29.0,-45.5,0.4309667
83c45dfffffffff,-27.90773382550595,-46.16666670505191,3,12393.43465508816,-28.0,-46.5,5.5833826,-0.20235929,5.8147936,-28.0,-46.5,0.37932438
83c45efffffffff,-30.617024739390757,-46.05282240921466,3,12393.43465508816,-31.0,-46.5,5.2801867,-0.20913698,5.5420647,-31.0,-46.5,0.4421264
83c460fffffffff,-26.63453355283195,-41.11728798324785,3,12393.43465508816,-27.0,-41.5,4.845924,0.039407626,5.075785,-27.0,-41.5,0.46495447
83c461fffffffff,-25.32485812287637,-41.689161861154666,3,12393.43465508816,-25.0,-41.5,4.972918,-0.034515142,5.16716,-25.0,-41.5,0.3786046
83c462fffffffff,-27.9125542939908,-41.67152258315864,3,12393.43465508816,-28.0,-41.5,4.748158,0.08566199,4.992746,-28.0,-41.5,0.41894838
83c463fffffffff,-26.613145479292765,-42.25670068308797,3,12393.43465508816,-27.0,-42.5,5.105969,0.07434939,5.331983,-27.0,-42.5,0.52602184
83c464fffffffff,-26.655264950431786,-39.97375988355514,3,12393.43465508816,-27.0,-39.5,4.2179394,-0.2177857,4.4664545,-27.0,-39.5,0.27489874
83c465fffffffff,-25.366157704970167,-40.5436197087808,3,12393.43465508816,-25.0,-40.5,4.6591167,-0.17118433,4.857282,-25.0,-40.5,0.32876348
83c466fffffffff,-27.913666560661017,-40.53439378087995,3,12393.43465508816,-28.0,-40.5,4.5009923,-0.060324892,4.748718,-28.0,-40.5,0.3021331
83c468fffffffff,-23.920154398008982,-43.390424122212416,3,12393.43465508816,-24.0,-43.5,5.4347377,-0.009349659,5.6250367,-24.0,-43.5,0.48361635
83c469fffffffff,-22.527386117258214,-43.93645660791584,3,12393.43465508816,-23.0,-43.5,5.5980487,-0.03546925,5.7698855,-23.0,-43.5,0.45794475
83c46afffffffff,-25.23822655341933,-43.96552396021799,3,12393.43465508816,-25.0,-43.5,5.3193703,0.05484639,5.526823,-25.0,-43.5,0.5198449
83c46bfffffffff,-23.853227905991865,-44.52607016117936,3,12393.43465508816,-24.0,-44.5,5.60298,-0.02186422,5.7987914,-24.0,-44.5,0.47247598
83c46cfffffffff,-23.984950630854303,-42.24878268333796,3,12393.43465508816,-24.0,-42.5,5.217032,-0.033523895,5.399983,-24.0,-42.5,0.4995934
83c46dfffffffff,-22.61526807530954,-42.79491983025047,3,12393.43465508816,-23.0,-42.5,5.2908964,-0.08301226,5.456232,-23.0,-42.5,0.44319013
83c46efffffffff,-25.282235912559813,-42.83008750690703,3,12393.43465508816,-25.0,-42.5,5.152555,0.015196294,5.351063,-25.0,-42.5,0.51362944
83c470fffffffff,-30.453932249611352,-41.59762638105363,3,12393.43465508816,-30.0,-41.5,4.7535186,0.11616786,5.0063972,-30.0,-41.5,0.37780142
83c471fffffffff,-29.199045272667178,-42.20589755670738,3,12393.43465508816,-29.0,-42.5,4.7830825,0.1550622,5.046456,-29.0,-42.5,0.53268075
83c472fffffffff,-31.733418812292594,-42.09954397459128,3,12393.43465508816,-32.0,-42.5,4.748239,0.12728235,5.0199146,-32.0,-42.5,0.47901133
83c473fffffffff,-30.49278211311597,-42.720061195967816,3,12393.43465508816,-30.0,-42.5,4.924383,0.17082316,5.186372,-30.0,-42.5,0.45875087
83c474fffffffff,-30.416266890986343,-40.47080053735035,3,12393.43465508816,-30.0,-40.5,4.431456,0.03640908,4.69401,-30.0,-40.5,0.31683832
83c475fffffffff,-29.180278444259443,-41.07580823824728,3,12393.43465508816,-29.0,-41.5,4.696931,0.11368972,4.9507203,-29.0,-41.5,0.3823821
83c476fffffffff,-31.67614323284466,-40.98059566029804,3,12393.43465508816,-32.0,-40.5,4.2433147,0.11079028,4.506789,-32.0,-40.5,0.40333685
83c480fffffffff,-44.80833572539951,-42.24246350663671,3,12393.43465508816,-45.0,-42.5,3.71139,-0.12041972,3.9383485,-45.0,-42.5,0.60697573
83c481fffffffff,-43.84393162363827,-42.94495628245077,3,12393.43465508816,-44.0,-42.5,3.7869256,-0.15730676,4.007148,-44.0,-42.5,0.667966
83c482fffffffff,-45.993230305879074,-42.55547306431888,3,12393.43465508816,-46.0,-42.5,3.7276459,-0.076284125,3.9546585,-46.0,-42.5,0.55113226
83c483fffffffff,-45.0523527642124,-43.26387407399027,3,12393.43465508816,-45.0,-43.5,4.09033,-0.19310343,4.295571,-45.0,-43.5,0.7066156
83c484fffffffff,-44.57100436168233,-41.21575274886596,3,12393.43465508816,-45.0,-41.5,3.458249,-0.102255,3.713441,-45.0,-41.5,0.55950534
83c485fffffffff,-43.61607326384192,-41.91190646183774,3,12393.43465508816,-44.0,-41.5,3.5652862,-0.12070471,3.8171406,-44.0,-41.5,0.4826099
83c486fffffffff,-45.74052267461767,-41.5403857370644,3,12393.43465508816,-46.0,-41.5,3.4448361,-0.07679216,3.7049162,-46.0,-41.5,0.49530953
83c488fffffffff,-43.070044755003295,-44.679808831872165,3,12393.43465508816,-43.0,-44.5,4.6376166,-0.21356048,4.8117905,-43.0,-44.5,0.5578607
83c489fffffffff,-42.02624074597108,-45.38533207420495,3,12393.43465508816,-42.0,-45.5,5.0495443,-0.12366605,5.2155685,-42.0,-45.5,0.61862516
83c48afffffffff,-44.31961743013103,-44.99331147816858,3,12393.43465508816,-44.0,-44.5,4.574671,-0.21028933,4.758112,-44.0,-44.5,0.61368144
83c48bfffffffff,-43.30058642458373,-45.70594720959663,3,12393.43465508816,-43.0,-45.5,4.9914484,-0.11670256,5.162587,-43.0,-45.5,0.60091025
83c48cfffffffff,-42.84618645356295,-43.64691612438715,3,12393.43465508816,-43.0,-43.5,4.2339973,-0.22938335,4.416582,-43.0,-43.5,0.6239105
83c48dfffffffff,-41.81397822141231,-44.347335332440274,3,12393.43465508816,-42.0,-44.5,4.681035,-0.2096078,4.848854,-42.0,-44.5,0.6555267
83c48efffffffff,-44.07835317497295,-43.97231104100904,3,12393.43465508816,-44.0,-43.5,4.147869,-0.21681923,4.3424883,-44.0,-43.5,0.667627
83c490fffffffff,-48.055065329836445,-42.13898262388393,3,12393.43465508816,-48.0,-42.5,3.9063659,0.01456431,4.14491,-48.0,-42.5,0.5848688
83c491fffffffff,-47.16982177223497,-42.85125123183416,3,12393.43465508816,-47.0,-42.5,3.7464542,-0.03642333,3.9817922,-47.0,-42.5,0.55893594
83c492fffffffff,-49.19840020761991,-42.41361507075219,3,12393.43465508816,-49.0,-42.5,4.045972,-0.01884097,4.303609,-49.0,-42.5,0.66433734
83c493fffffffff,-48.33721592003298,-43.13014858586,3,12393.43465508816,-48.0,-43.5,4.1835713,-0.055368666,4.4124546,-48.0,-43.5,0.6025471
83c494fffffffff,-47.78032087608104,-41.14237842616918,3,12393.43465508816,-48.0,-41.5,3.5751834,0.0059156045,3.8374453,-48.0,-41.5,0.5350702
83c495fffffffff,-46.90216478269024,-41.84802286084513,3,12393.43465508816,-47.0,-41.5,3.4744353,-0.04482418,3.735754,-47.0,-41.5,0.46416673
83c496fffffffff,-48.90992079606854,-41.42900714990901,3,12393.43465508816,-49.0,-41.5,3.6905744,0.011714468,3.9695873,-49.0,-41.5,0.46602863
83c498fffffffff,-46.520078831930505,-44.56830610397945,3,12393.43465508816,-47.0,-44.5,4.499194,-0.14655165,4.70702,-47.0,-44.5,0.6289361
83c499fffffffff,-45.56156806287468,-45.28818120526884,3,12393.43465508816,-46.0,-45.5,4.9057255,-0.12552467,5.0920095,-46.0,-45.5,0.6570625
83c49afffffffff,-47.7275885618745,-44.83963290342726,3,12393.43465508816,-48.0,-44.5,4.558508,-0.13989787,4.7743144,-48.0,-44.5,0.58513975
83c49bfffffffff,-46.79481078899962,-45.56479642274877,3,12393.43465508816,-47.0,-45.5,4.921529,-0.13346708,5.114395,-47.0,-45.5,0.6328223
83c49cfffffffff,-46.25298638445946,-43.56499245397005,3,12393.43465508816,-46.0,-43.5,4.069735,-0.14429657,4.277131,-46.0,-43.5,0.6503526
83c49dfffffffff,-45.30333278107268,-44.279326082931696,3,12393.43465508816,-45.0,-44.5,4.5181875,-0.20218584,4.710912,-45.0,-44.5,0.65351224
83c49efffffffff,-47.44486412161049,-43.84866037609556,3,12393.43465508816,-47.0,-43.5,4.1029654,-0.07965441,4.3182497,-47.0,-43.5,0.61618334
83c4a0fffffffff,-43.17900017338216,-39.83145526606312,3,12393.43465508816,-43.0,-39.5,3.1011693,-0.07052247,3.46875,-43.0,-39.5,0.34879124
83c4a1fffffffff,-42.21198677832342,-40.51440489864934,3,12393.43465508816,-42.0,-40.5,3.4840424,-0.037290692,3.7716517,-42.0,-40.5,0.33334666
83c4a2fffffffff,-44.340095440845786,-40.184418111216566,3,12393.43465508816,-44.0,-40.5,3.2498026,-0.07944376,3.5647426,-44.0,-40.5,0.48465994
83c4a3fffffffff,-43.39451318660143,-40.87384061051201,3,12393.43465508816,-43.0,-40.5,3.399167,-0.063335925,3.6991723,-43.0,-40.5,0.3994197
83c4a4fffffffff,-42.96929584852543,-38.7854620243437,3,12393.43465508816,-43.0,-38.5,2.82618,-0.07896051,3.2688775,-43.0,-38.5,0.27860186
83c4a5fffffffff,-42.01220839985603,-39.461286776063766,3,12393.43465508816,-42.0,-39.5,3.22112,-0.06267916,3.5684772,-42.0,-39.5,0.3198948
83c4a6fffffffff,-44.11535895132376,-39.149151566090346,3,12393.43465508816,-44.0,-39.5,2.970961,-0.057797223,3.3594227,-44.0,-39.5,0.367015
83c4a8fffffffff,-41.407797010909945,-42.25251886132907,3,12393.43465508816,-41.0,-42.5,3.9891179,-0.12976229,4.2008476,-41.0,-42.5,0.72939986
83c4a9fffffffff,-40.364666398163855,-42.93981662205757,3,12393.43465508816,-40.0,-42.5,4.0329075,-0.102118716,4.245001,-40.0,-42.5,0.7125545
83c4aafffffffff,-42.62873159481124,-42.6079277801208,3,12393.43465508816,-43.0,-42.5,3.8858519,-0.15969819,4.100052,-43.0,-42.5,0.70088047
83c4abfffffffff,-41.60791791653818,-43.30283754527174,3,12393.43465508816,-42.0,-43.5,4.2860136,-0.23571499,4.4672046,-42.0,-43.5,0.6785325
